'TYPE','PERSONS','CHILDREN','INCOME','REGION','EDUCATION'
1,2,0,116900,2,44
1,4,2,15000,2,37
1,2,0,52020,2,39
1,4,2,101978,2,45
1,4,2,105702,2,44
1,3,0,49460,2,39
1,2,0,41592,2,40
1,3,1,78621,2,40
1,2,0,38016,2,38
1,3,1,34870,2,40
3,2,1,2908,2,36
3,3,2,4404,2,39
3,2,1,3450,2,37
2,2,0,51880,2,43
3,3,2,6023,2,37
1,2,0,43703,2,43
1,4,2,30175,2,44
1,2,0,13234,2,34
1,5,3,13912,2,39
3,3,2,24550,2,40
3,3,2,3456,2,39
1,2,0,11594,2,33
3,2,1,16010,2,40
1,3,1,216998,2,43
1,3,1,74500,2,44
1,4,2,85900,2,40
1,3,1,65100,2,43
3,2,1,10020,2,40
3,3,1,11572,2,39
1,2,0,34728,2,43
1,2,0,13100,2,43
1,2,0,58300,2,45
1,2,0,49100,2,43
2,2,0,40389,2,39
1,4,0,63900,2,43
3,2,1,20400,2,39
1,3,1,22800,2,41
1,3,1,59286,2,40
1,2,0,18497,2,39
3,4,3,23628,2,39
3,3,2,26400,2,40
3,2,0,16350,2,39
1,2,0,122926,2,44
1,3,1,36000,2,37
1,2,0,46500,2,39
1,2,0,21526,2,38
3,2,0,25754,2,44
1,2,0,4822,2,34
1,3,1,19507,2,36
1,2,0,15235,2,39
1,5,0,58326,2,43
2,2,1,21000,2,43
1,4,2,46062,2,38
1,2,0,65894,2,39
1,2,0,52460,2,39
2,3,1,38900,2,39
1,6,0,35464,2,34
3,3,1,12900,2,39
1,3,0,62300,2,39
1,2,0,57860,2,39
1,2,0,29952,2,39
1,2,0,29719,2,43
1,2,0,18434,2,31
1,4,1,48466,2,36
1,4,2,56300,2,39
1,4,2,61616,2,40
1,5,3,90400,2,39
1,3,0,109800,2,43
1,2,0,118050,2,43
1,4,2,19320,2,39
3,2,1,5000,2,39
2,2,0,27200,2,39
1,4,0,93100,2,43
2,3,0,39288,2,39
1,4,2,71090,2,43
3,2,0,4824,2,34
1,3,1,33600,2,40
1,2,0,37900,2,39
1,2,0,29012,2,40
1,4,2,56404,2,40
1,3,1,40000,2,36
1,2,0,43040,2,39
1,4,0,40757,2,39
1,5,3,55000,2,41
1,5,2,26382,2,39
3,2,1,16532,2,39
2,2,1,20902,2,39
1,3,1,44400,2,40
1,2,0,45040,2,37
3,2,1,2748,2,39
3,2,1,10564,2,34
3,2,1,16623,2,39
3,3,0,20498,2,36
3,2,1,8498,2,39
3,2,0,7080,2,33
2,2,0,33570,2,38
1,3,1,41000,2,39
3,3,2,8296,2,40
1,4,2,55923,2,39
2,4,1,18368,2,39
1,4,2,38010,2,39
1,6,4,28240,2,39
1,4,2,24826,2,39
1,3,0,105001,2,40
2,3,1,36000,2,40
1,2,0,53400,2,39
1,2,0,20807,2,39
1,3,0,52660,2,39
1,3,1,82162,2,39
1,5,1,59844,2,41
1,3,0,58690,2,39
3,2,1,12575,2,39
1,4,0,84343,2,39
1,2,0,30088,2,39
1,3,0,71920,2,39
1,3,0,39056,2,39
1,3,1,59580,2,39
1,6,4,18274,2,39
3,2,1,6929,2,39
3,2,1,11202,2,39
1,2,0,14345,2,36
1,2,0,24042,2,34
1,2,0,137224,2,39
2,2,1,38350,2,43
1,2,0,15500,2,39
3,6,5,4964,2,36
1,3,1,9001,2,36
1,5,3,30006,2,39
1,2,0,43050,2,39
1,4,2,34526,2,40
1,3,1,37000,2,39
1,3,1,83423,2,39
1,4,2,64950,2,45
1,4,2,54050,2,43
3,3,2,9172,2,36
3,2,1,3172,2,38
3,3,2,6869,2,36
1,3,0,60176,2,44
1,3,0,9279,2,39
1,3,0,29000,2,43
1,2,0,83138,2,43
1,2,0,45000,2,43
1,2,0,5,2,39
1,2,0,28443,2,39
1,2,0,30735,2,39
1,2,0,23800,2,40
1,2,0,32672,2,34
1,2,0,26200,2,39
1,5,3,27421,2,40
2,2,0,65288,2,39
1,3,0,51858,2,39
1,3,1,37526,2,39
3,2,0,15450,2,39
1,4,2,17505,2,39
1,2,0,20442,2,34
1,4,2,37000,2,39
3,3,2,7193,2,39
1,2,0,29500,2,39
1,3,1,34726,2,39
1,2,0,43227,2,35
1,2,0,12734,2,39
1,4,2,98510,2,43
1,4,1,35900,2,39
1,5,2,73231,2,39
1,2,0,22040,2,39
1,3,0,52394,2,39
1,2,0,32200,2,36
1,7,5,40628,2,43
1,3,1,29030,2,39
1,5,2,30057,2,39
1,3,1,53362,2,39
1,2,0,8400,2,36
1,2,0,5436,2,33
3,2,0,11361,2,39
3,2,1,4748,2,34
1,4,2,110158,2,39
1,2,0,41384,2,39
1,3,0,42880,2,39
2,3,2,22000,2,39
1,5,1,43526,2,39
1,4,2,43404,2,44
1,4,2,40858,2,39
1,2,0,37003,2,36
1,3,0,23100,2,39
1,3,0,31078,2,37
1,2,0,30020,2,39
1,4,1,15000,2,37
1,2,0,50282,2,44
1,2,0,28000,2,35
3,2,0,19579,2,37
1,4,2,36000,2,39
1,2,0,55000,2,39
1,4,2,41000,2,39
1,2,0,28953,2,39
1,2,0,12811,2,39
3,4,3,4212,2,39
1,5,3,34021,2,40
1,2,0,41118,2,36
3,4,2,34161,2,39
1,3,1,40820,2,39
1,2,0,25786,2,36
3,2,0,30028,2,39
1,5,3,85054,2,43
1,5,3,62115,2,41
1,2,0,21418,2,42
1,7,5,22070,2,39
1,2,0,35000,2,39
1,4,1,64712,2,39
3,7,6,7544,2,39
1,2,0,18150,2,39
3,2,1,8688,2,39
1,3,0,13136,2,35
2,2,1,21300,2,40
1,2,0,20000,2,36
1,3,1,46090,2,39
1,3,0,90650,2,44
1,3,1,30150,2,34
1,4,2,47326,2,39
1,4,2,23800,2,39
1,2,0,83800,2,43
1,2,0,40400,2,39
3,4,3,15600,2,40
1,4,2,38073,2,36
2,2,1,20000,2,39
2,2,1,9360,2,39
1,4,2,8071,2,38
1,4,2,71060,2,39
1,2,0,37541,2,39
1,6,2,51420,2,39
1,2,0,28004,2,34
1,3,0,13375,2,39
1,4,2,29674,2,39
1,3,1,83800,2,43
1,2,0,60606,2,39
1,4,1,15728,2,39
1,2,0,51000,2,39
1,5,3,28000,2,39
3,2,0,17964,2,39
3,2,1,19426,2,39
1,2,0,17300,2,34
1,6,4,29000,2,44
1,4,2,30012,2,39
1,3,0,12700,2,35
1,2,0,42400,2,39
1,3,1,19401,2,39
1,4,2,38000,2,39
1,5,3,7600,2,36
2,2,1,48867,2,39
1,2,0,17724,2,39
1,4,2,35152,2,40
2,2,1,37608,2,39
1,5,3,14100,2,39
1,3,0,60884,2,41
1,4,2,61600,2,39
1,2,0,26526,2,34
1,5,3,80216,2,41
1,4,2,38000,2,39
1,3,1,68210,2,39
1,4,1,20747,2,39
1,3,1,38181,2,39
1,3,1,54000,2,46
3,3,2,16000,2,39
1,3,1,34000,2,40
1,3,0,49718,2,39
1,4,2,12443,2,39
1,3,1,28773,2,39
3,3,2,4008,2,36
3,3,2,17710,2,39
1,3,1,36615,2,39
1,2,0,26916,2,43
1,4,2,36600,2,39
1,2,0,29188,2,39
1,2,0,66290,2,39
1,4,2,58200,2,45
1,5,3,45525,2,39
1,4,1,39520,2,40
2,2,0,29601,2,38
1,3,0,53355,2,40
1,2,0,18191,2,39
1,3,1,36000,2,39
1,2,0,51500,2,40
1,3,1,19201,2,37
3,3,2,2080,2,36
1,3,1,14450,2,39
1,4,2,28000,2,39
1,5,3,52926,2,40
1,5,3,55360,2,39
1,2,0,31024,2,39
1,2,0,40637,2,40
2,2,0,101764,2,36
1,2,0,21728,2,39
1,2,0,19100,2,35
1,2,0,17500,2,36
1,3,1,44208,2,43
1,5,1,71329,2,39
1,2,0,31877,2,39
1,3,0,53654,2,39
1,3,1,35000,2,39
1,3,0,42000,2,39
1,2,0,50020,2,41
2,2,1,65000,2,43
1,2,0,30740,2,41
1,3,0,38560,2,39
1,3,1,46249,2,39
1,3,1,44000,2,39
1,2,0,45550,2,36
1,4,2,14229,2,37
1,4,0,56900,2,37
1,2,0,28500,2,39
1,2,0,12510,2,39
1,3,1,34480,2,40
1,3,1,34000,2,39
1,5,0,54060,2,39
1,2,0,10941,2,39
1,3,1,48800,2,39
3,4,3,3000,2,35
1,2,0,33532,2,39
1,4,1,46911,2,39
1,2,0,22600,2,39
1,2,0,65087,2,43
1,2,0,24450,2,39
1,2,0,31139,2,39
1,4,0,71732,2,39
1,4,2,28698,2,39
1,3,1,42941,2,39
3,2,1,10000,2,39
3,2,1,12000,2,39
3,3,2,15200,2,40
1,2,0,63650,2,35
1,3,0,58487,2,39
1,2,0,25331,2,36
1,2,0,20237,2,39
1,2,0,36000,2,39
1,5,2,24900,2,36
1,2,0,20002,2,39
3,3,2,21904,2,39
1,3,1,15002,2,37
1,3,1,11350,2,40
3,2,1,19134,2,39
1,2,0,12000,2,39
2,2,1,5200,2,36
1,4,2,15608,2,39
1,4,2,3288,2,36
1,3,1,13000,2,36
2,3,2,6508,2,39
1,4,2,43040,2,39
3,2,0,19852,2,39
1,2,0,38100,2,40
3,2,0,21768,2,39
3,4,2,24032,2,39
1,2,0,53000,2,39
1,2,0,34921,2,43
2,3,2,31415,2,39
1,3,0,41478,2,39
1,4,0,43295,2,39
1,2,0,40800,2,41
3,3,2,21800,2,38
1,5,3,30012,2,39
1,2,0,20276,2,39
1,2,0,90100,2,39
1,4,2,54587,2,39
1,4,2,33000,2,43
1,4,2,40400,2,40
1,4,2,18000,2,39
1,2,0,43850,2,39
3,2,0,9651,2,40
1,3,1,49100,2,39
1,3,0,56168,2,39
1,4,2,43000,2,43
1,5,2,66085,2,35
1,2,0,10010,2,37
1,4,2,40602,2,42
1,6,3,27300,2,40
1,3,1,21080,2,39
1,4,1,58900,2,39
1,3,0,55324,2,34
1,2,0,30695,2,39
3,5,3,11300,2,43
2,2,0,56600,2,40
1,2,0,11797,2,36
1,4,2,47267,2,39
1,3,0,43474,2,37
3,2,1,17000,2,39
1,4,2,30016,2,39
3,2,0,1240,2,34
1,2,0,20800,2,39
1,5,0,43150,2,40
3,3,2,10400,2,39
1,2,0,51500,2,45
1,4,2,27650,2,39
1,4,2,17724,2,35
1,2,0,105662,2,43
1,2,0,33660,2,44
1,2,0,50900,2,39
1,2,0,86600,2,39
1,3,0,50852,2,39
1,5,3,87671,2,39
1,4,2,68200,2,39
1,3,0,18325,2,38
1,5,3,58152,2,39
1,5,3,45200,2,43
1,2,0,48500,2,40
1,4,2,32012,2,43
1,3,1,45014,2,43
1,2,0,69955,2,44
1,4,2,54358,2,40
2,3,1,38000,2,40
1,2,0,10282,2,39
1,2,0,10876,2,41
1,5,3,52655,2,39
1,2,0,17397,2,39
1,2,0,30200,2,40
1,2,0,55300,2,40
1,3,0,84087,2,40
1,2,0,14438,2,34
1,4,2,36000,2,39
1,2,0,16000,2,39
1,4,2,48500,2,43
1,2,0,18077,2,36
1,2,0,29852,2,40
1,2,0,33600,2,39
1,3,0,29461,2,37
1,2,0,90900,2,39
1,3,1,100725,2,44
1,4,2,24864,2,43
3,3,0,23955,2,35
1,2,0,15800,2,34
1,3,1,44368,2,44
1,2,0,27532,2,39
3,4,3,4806,2,40
3,2,1,7800,2,37
3,2,1,343,2,39
2,3,2,3000,2,39
1,4,2,54035,2,36
1,3,1,54000,2,40
1,3,0,51156,2,35
1,4,2,67300,2,45
2,3,2,37800,2,43
1,3,0,56540,2,33
1,3,1,49030,2,43
1,2,0,45640,2,39
1,4,2,6065,2,39
1,4,2,13450,2,39
1,4,1,41820,2,39
1,2,0,76750,2,43
1,4,2,43200,2,39
1,2,0,49856,2,39
1,3,1,42584,2,42
1,5,2,70765,2,43
1,3,1,65120,2,43
1,3,1,35318,2,39
1,4,2,52000,2,43
1,4,2,41230,2,39
1,5,3,92485,2,43
1,4,2,40670,2,42
1,2,0,38750,2,39
1,3,1,63800,2,37
1,2,0,27414,2,34
1,2,0,24600,2,40
1,4,2,34500,2,35
1,5,3,45930,2,43
1,3,1,42102,2,43
2,2,0,28700,2,36
3,2,0,21352,2,44
1,4,2,14200,2,39
2,2,0,17000,2,39
1,6,3,24000,2,38
3,3,2,5550,2,35
1,2,0,53100,2,39
1,2,0,88000,2,40
1,5,1,126686,2,45
1,3,0,58492,2,39
1,2,0,41800,2,35
1,3,1,36654,2,43
3,3,2,17910,2,39
1,2,0,43497,2,42
1,3,0,50189,2,39
1,2,0,30015,2,39
1,2,0,17160,2,34
1,2,0,18216,2,35
3,2,0,34541,2,43
1,3,1,47970,2,40
1,2,0,64000,2,40
3,3,2,3840,2,39
1,2,0,24000,2,39
1,3,1,20050,2,39
1,6,4,86464,2,40
3,6,2,10452,2,40
3,3,2,4260,2,36
1,3,1,29164,2,39
1,5,3,50254,2,40
1,2,0,62750,2,43
1,6,4,66500,2,44
1,3,1,53000,2,43
2,2,0,23866,2,36
3,4,0,29370,2,39
3,2,1,23538,2,39
1,4,1,55948,2,41
1,3,0,47600,2,39
1,3,1,44080,2,40
1,3,1,38582,2,40
1,5,3,56084,2,43
2,2,1,13013,2,39
1,2,0,24641,2,39
1,3,1,6000,2,39
1,3,0,34265,2,34
1,2,0,14949,2,35
2,2,1,44436,2,43
3,2,1,16030,2,39
1,3,0,35700,2,39
3,4,2,4933,2,39
1,3,0,29717,2,36
1,3,1,35140,2,40
2,2,1,1554,2,39
1,3,1,39300,2,39
1,3,0,46621,2,39
1,3,1,81626,2,40
1,4,1,39500,2,39
2,2,0,14720,2,37
1,4,2,42040,2,39
3,3,0,45937,2,39
1,4,2,66400,2,44
1,5,3,62723,2,43
1,2,0,61000,2,43
1,2,0,12350,2,39
1,4,2,42000,2,39
1,2,0,17772,2,34
1,2,0,90732,2,44
1,4,2,35900,2,39
1,4,2,128083,2,43
1,2,0,131000,2,43
1,5,3,54590,2,32
1,5,3,53902,2,39
1,4,1,86066,2,44
1,2,0,49544,2,40
1,2,0,152049,2,43
1,2,0,40006,2,36
1,2,0,12474,2,42
1,3,1,121170,2,45
1,2,0,52751,2,40
3,3,2,28300,2,39
3,4,1,51400,2,39
3,2,1,1020,2,35
1,3,1,5970,2,39
1,4,2,18404,2,39
1,4,2,16018,2,39
1,2,0,59380,2,39
3,5,0,20290,2,39
1,3,1,20290,2,34
1,4,2,44800,2,39
3,2,0,29640,2,40
1,2,0,53100,2,43
1,2,0,123626,2,43
1,3,1,97360,2,33
1,4,2,25020,2,32
3,2,0,36524,2,34
1,4,2,44500,2,44
1,4,2,55355,2,43
1,3,1,91771,2,43
1,3,1,49000,2,43
1,5,3,28715,2,43
1,2,0,76070,2,44
1,4,2,69083,2,44
1,3,1,212699,2,44
1,4,2,121895,2,43
1,2,0,52100,2,39
1,5,3,59195,2,39
1,3,0,9064,2,33
1,4,2,171199,2,43
1,4,2,96920,2,43
1,2,0,58356,2,44
2,6,1,171706,2,43
1,4,2,97380,2,43
1,2,0,12358,2,39
1,2,0,41250,2,44
1,5,3,87800,2,40
1,6,4,34699,2,42
1,3,1,53400,2,44
1,3,1,62218,2,39
1,2,0,18070,2,34
1,2,0,46275,2,43
1,5,1,63550,2,40
1,3,1,34465,2,42
1,2,0,51724,2,39
1,5,2,68910,2,40
1,5,3,39195,2,42
1,3,1,41111,2,39
3,3,1,8218,2,35
3,2,1,286,2,37
3,3,1,11436,2,43
3,3,2,15096,2,39
3,4,3,32700,2,41
1,4,2,60000,2,40
1,2,0,29970,2,44
1,6,1,114057,2,44
1,4,2,101369,2,39
1,7,5,124599,2,43
1,3,0,69617,2,44
2,2,1,69800,2,44
1,3,1,15508,2,39
1,5,3,68514,2,40
1,2,0,61318,2,39
1,2,0,38550,2,33
1,4,2,46077,2,43
1,2,0,95790,2,43
1,5,3,49076,2,43
1,5,3,119999,2,40
1,4,2,72217,2,39
1,3,1,98524,2,39
1,2,0,55751,2,39
1,3,0,181738,2,45
1,4,2,22244,2,39
3,4,2,4630,2,37
3,3,2,8176,2,39
3,3,2,18432,2,39
3,3,2,0,2,39
1,4,2,12733,2,44
1,4,0,45805,2,36
1,4,2,72570,2,40
1,3,1,103237,2,43
1,5,0,122185,2,43
1,2,0,22593,2,39
3,4,0,44561,2,39
3,2,1,10832,2,40
1,4,2,46915,2,43
1,6,3,31206,2,40
1,4,2,42919,2,41
1,4,1,44000,2,43
1,2,0,23030,2,43
3,2,0,9070,2,39
1,5,3,74009,2,43
1,3,0,29648,2,34
1,2,0,14011,2,35
1,6,4,44450,2,44
1,3,0,39665,2,39
1,3,1,15800,2,36
1,2,0,14698,2,36
1,4,2,18200,2,40
3,2,1,23000,2,39
3,3,2,29000,2,39
1,5,3,47000,2,40
1,4,2,36712,2,40
1,4,0,82321,2,37
3,2,1,1224,2,39
3,4,3,6296,2,39
1,3,0,17322,2,39
2,3,0,77442,2,41
1,2,0,37942,2,39
1,4,2,52500,2,43
3,2,1,39000,2,43
1,4,2,43500,2,39
1,5,3,121600,2,44
1,6,4,91114,2,43
1,10,8,100500,2,43
1,6,4,31000,2,40
1,4,1,90534,2,43
1,4,2,104200,2,44
3,6,1,116757,2,43
1,3,1,76084,2,40
1,2,0,62102,2,44
1,5,2,84500,2,44
3,3,1,24536,2,39
2,2,1,35000,2,39
1,5,0,65340,2,39
3,2,1,9900,2,39
1,3,0,61000,2,39
1,4,2,15600,2,39
1,5,3,66400,2,39
1,2,0,6366,2,32
2,2,0,23378,2,39
1,2,0,60174,2,39
1,2,0,29674,2,43
1,2,0,47388,2,44
2,2,0,54585,2,39
1,3,1,31300,2,44
1,6,4,75110,2,43
2,3,0,108799,2,43
1,4,0,9092,2,40
1,6,0,113575,2,43
3,2,1,1800,2,37
3,2,0,18148,2,39
1,2,0,34190,2,40
1,4,2,57292,2,43
1,4,2,18500,2,39
1,3,1,33400,2,39
3,2,0,34856,2,39
1,5,3,23004,2,39
1,3,1,37000,2,35
1,5,3,36700,2,39
1,5,3,46988,2,36
1,4,2,95976,2,40
1,5,3,48795,2,37
1,2,0,88880,2,42
1,3,1,39850,2,39
1,3,1,16000,2,39
1,2,0,47062,2,39
1,6,4,59675,2,43
1,4,2,53058,2,39
1,4,2,80800,2,43
3,4,3,85000,2,46
1,5,1,54120,2,43
1,5,0,129488,2,34
1,2,0,75452,2,36
1,2,0,68122,2,39
3,4,3,14500,2,39
2,3,0,42218,2,40
3,2,0,21620,2,38
1,2,0,160125,2,43
1,6,3,73540,2,40
1,3,1,104400,2,39
1,4,2,50908,2,39
1,2,0,12656,2,39
1,4,2,47300,2,39
1,3,1,37230,2,40
3,3,0,41000,2,43
1,4,2,36702,2,42
1,2,0,31242,2,40
1,3,0,124108,2,44
1,2,0,43317,2,34
3,4,3,15600,2,40
3,3,2,5960,2,39
3,3,2,3840,2,39
3,2,1,6105,2,41
3,2,1,4608,2,40
1,2,0,8900,2,39
1,5,3,30000,2,39
1,2,0,25710,2,39
2,3,2,37600,2,43
3,2,1,25600,2,40
1,2,0,43020,2,39
1,2,0,21625,2,34
1,2,0,38273,2,43
1,4,0,99012,2,43
1,5,3,30054,2,39
3,3,2,711,2,39
1,2,0,24200,2,40
1,2,0,14530,2,31
1,2,0,43355,2,40
1,3,1,60400,2,39
1,2,0,73200,2,44
1,2,0,53100,2,40
1,2,0,37282,2,39
1,4,2,19740,2,41
1,3,0,70800,2,40
1,2,0,24048,2,39
2,2,0,67696,2,36
1,5,3,17241,2,40
3,3,2,15572,2,39
1,5,3,15000,2,40
1,4,2,53350,2,39
1,4,0,278306,2,45
1,2,0,135869,2,43
3,2,1,36005,2,43
3,2,1,2338,2,40
1,2,0,19644,2,40
3,2,1,41201,2,44
1,5,3,35464,2,45
1,2,0,32354,2,40
1,2,0,42589,2,43
1,3,0,74582,2,39
1,2,0,72200,2,43
1,2,0,34574,2,44
3,3,0,21980,2,38
3,2,1,15500,2,39
3,2,0,30640,2,40
1,2,0,2000,2,39
3,3,0,12708,2,39
3,2,1,7116,2,40
1,2,0,41124,2,40
1,5,0,83352,2,40
3,5,0,11396,2,33
3,2,1,0,2,39
1,5,3,5316,2,39
3,3,2,28039,2,39
3,2,0,40000,2,40
2,2,0,49515,2,43
3,4,3,1600,2,40
3,3,2,3766,2,37
2,3,0,35470,2,32
1,2,0,30286,2,31
2,2,0,58831,2,44
3,2,1,16851,2,39
1,4,2,42150,2,39
2,2,1,14781,2,39
3,3,2,22641,2,39
1,5,3,23600,2,40
3,3,0,9399,2,39
1,4,0,28000,2,31
1,5,3,36020,2,33
3,4,1,35112,2,39
1,5,3,53290,2,35
3,4,3,2448,2,37
1,4,0,25723,2,39
1,4,1,53156,2,43
1,4,2,68040,2,40
3,5,4,20000,2,40
1,4,2,105400,2,43
1,4,0,116502,2,44
1,2,0,29680,2,40
1,5,3,60580,2,40
1,2,0,41000,2,40
1,2,0,42786,2,34
1,3,0,11477,2,34
1,4,2,55402,2,40
1,2,0,27600,2,36
1,2,0,75376,2,42
1,3,1,48700,2,39
3,2,1,31145,2,39
1,2,0,49211,2,43
3,2,0,17106,2,40
1,3,1,6000,2,34
1,2,0,31586,2,35
1,3,0,49014,2,39
1,3,0,51904,2,40
1,2,0,44480,2,35
1,4,0,110075,2,40
1,4,1,119245,2,43
1,2,0,120337,2,40
1,5,3,35058,2,43
2,2,0,50354,2,45
3,2,0,15710,2,39
1,3,1,188419,2,45
1,4,0,217906,2,44
1,4,2,25499,2,39
1,5,1,64650,2,40
1,4,0,53000,2,39
1,3,0,52745,2,36
3,2,0,12040,2,40
1,5,3,61242,2,39
3,3,0,44044,2,39
2,2,1,25000,2,39
1,3,0,232701,2,43
1,2,0,34247,2,34
3,3,1,36183,2,40
1,3,1,61270,2,39
1,2,0,20124,2,37
1,3,0,42108,2,39
1,3,0,75412,2,40
1,4,2,44076,2,40
1,2,0,11562,2,33
1,3,1,83050,2,40
1,2,0,72550,2,43
1,4,2,70016,2,40
1,6,4,38100,2,35
3,2,0,38367,2,43
1,6,2,41725,2,43
1,2,0,0,2,34
1,2,0,48000,2,39
1,4,1,31125,2,34
1,4,1,83403,2,40
1,2,0,21045,2,39
1,4,2,16585,2,40
1,2,0,52000,2,39
1,2,0,28086,2,33
3,4,2,11064,2,39
1,5,2,34028,2,43
3,3,0,18970,2,33
1,5,3,82146,2,39
3,2,0,16415,2,34
1,2,0,41795,2,43
1,2,0,40500,2,33
1,3,1,60000,2,43
1,3,0,96311,2,38
1,2,0,13202,2,37
1,5,3,52600,2,40
3,2,0,28000,2,39
1,3,0,52934,2,39
1,2,0,24258,2,34
1,2,0,18946,2,39
1,4,2,60000,2,43
1,3,1,36070,2,40
1,3,1,101147,2,40
1,4,2,81198,2,43
1,2,0,55725,2,45
1,2,0,93750,2,44
1,5,3,71096,2,40
3,3,2,36100,2,40
1,4,2,80510,2,42
1,2,0,45006,2,39
1,3,1,40000,2,43
1,3,0,53500,2,39
1,4,2,42359,2,40
1,4,2,48300,2,33
1,4,2,101291,2,40
1,2,0,56300,2,43
1,2,0,65000,2,40
1,2,0,74000,2,43
1,2,0,19389,2,39
1,4,2,60000,2,43
1,2,0,31999,2,43
1,4,0,110040,2,40
1,3,0,36500,2,41
1,2,0,135500,2,44
2,2,0,18960,2,39
3,4,2,20658,2,39
1,3,1,46106,2,40
1,2,0,59900,2,39
1,3,0,43200,2,42
1,3,0,29359,2,37
1,6,2,55641,2,45
2,2,0,30860,2,40
1,3,0,58058,2,37
3,2,0,44600,2,40
1,5,3,23000,2,33
1,5,3,45400,2,43
1,2,0,54412,2,42
1,2,0,197999,2,46
1,4,2,77962,2,43
1,3,1,60000,2,43
1,3,1,53551,2,39
3,4,2,28030,2,40
1,3,1,45282,2,44
2,2,1,6564,2,34
3,2,1,0,2,35
1,3,0,65506,2,39
1,2,0,70100,2,39
1,2,0,98244,2,41
1,2,0,11800,2,39
3,2,0,40640,2,39
2,2,1,0,2,40
3,3,2,4944,2,40
1,3,1,38600,2,42
1,6,2,62060,2,40
1,3,1,42000,2,40
3,7,0,133097,2,34
3,4,0,45882,2,39
3,2,1,34280,2,39
1,4,0,21801,2,33
1,2,0,12636,2,34
1,3,0,18680,2,34
3,4,0,28600,2,39
3,3,2,25000,2,39
3,3,2,1000,2,40
3,5,0,65705,2,38
1,2,0,30672,2,39
1,5,3,39920,2,39
1,4,2,50000,2,39
2,2,0,17525,2,39
1,6,4,39920,2,39
3,3,0,42275,2,36
1,4,2,53113,2,41
3,2,0,21500,2,40
3,5,4,29600,2,39
3,3,0,26400,2,36
3,5,0,13058,2,34
3,4,3,4980,2,37
3,4,0,1200,2,33
1,2,0,12900,2,39
1,4,2,45715,2,39
1,6,4,58425,2,39
1,4,2,108953,2,41
1,3,1,50050,2,39
3,2,0,119358,2,39
1,3,1,46451,2,37
1,4,2,56194,2,40
1,5,0,111397,2,39
3,2,0,48600,2,44
2,2,1,19000,2,41
1,2,0,63881,2,43
1,4,2,128869,2,43
3,2,1,3100,2,39
3,2,0,10000,2,34
3,2,1,2640,2,37
1,5,2,73324,2,36
3,5,0,86054,2,34
1,2,0,63354,2,43
1,3,0,33860,2,40
1,2,0,75580,2,39
1,5,3,16014,2,42
3,2,1,30891,2,42
1,2,0,8162,2,34
1,3,1,62100,2,41
1,3,0,103166,2,39
3,2,1,5900,2,37
1,2,0,9741,2,34
3,6,0,18430,2,35
3,4,3,8318,2,35
3,2,0,15362,2,35
3,2,0,13326,2,33
3,5,1,21400,2,39
3,7,0,14432,2,37
1,4,1,12000,2,36
3,5,4,5760,2,39
1,2,0,21000,2,39
1,2,0,225,2,32
1,9,5,19000,2,35
1,4,2,15048,2,34
3,3,1,29993,2,43
1,2,0,41250,2,40
1,4,2,40000,2,40
2,4,0,105700,2,43
1,6,1,29130,2,36
1,2,0,6636,2,37
3,5,0,15504,2,39
1,4,2,49342,2,39
1,2,0,32000,2,39
1,2,0,78993,2,44
1,5,3,101750,2,43
1,2,0,21348,2,36
1,2,0,31300,2,39
3,2,1,9806,2,39
1,2,0,24000,2,39
1,3,0,75000,2,39
3,4,0,55601,2,39
3,3,2,22600,2,40
3,3,0,50575,2,43
3,2,1,20435,2,40
1,2,0,24380,2,39
1,2,0,21866,2,37
1,2,0,134001,2,44
1,2,0,72135,2,43
1,3,1,83027,2,43
1,2,0,50204,2,39
1,4,2,30373,2,39
1,2,0,39677,2,39
1,2,0,37708,2,39
3,2,0,40300,2,39
1,5,3,10010,2,33
2,2,1,13000,2,38
1,2,0,34055,2,39
1,4,2,67006,2,39
1,4,2,9000,2,39
1,4,1,26880,2,32
1,2,0,47150,2,40
2,2,0,29260,2,39
3,2,0,11344,2,36
1,2,0,40537,2,43
3,7,6,11536,2,39
2,3,2,0,2,36
3,5,4,5508,2,37
1,2,0,32480,2,40
1,2,0,55365,2,37
3,6,1,81981,2,39
1,4,2,61769,2,39
1,4,0,448,2,35
3,3,1,18000,2,40
3,3,0,16090,2,33
2,2,0,21000,2,39
3,2,1,7200,2,44
1,8,5,67630,2,46
1,2,0,87557,2,43
3,2,1,25692,2,40
1,3,1,55333,2,39
3,5,3,7794,2,37
3,9,0,20196,2,32
3,4,3,4848,2,36
1,6,0,53742,2,43
1,4,2,30742,2,39
1,4,0,163579,2,43
1,2,0,39079,2,39
1,4,1,134999,2,43
1,3,1,77200,2,44
1,3,1,71011,2,42
1,2,0,10000,2,39
3,5,0,17512,2,39
3,2,1,6932,2,39
3,2,1,0,2,39
3,3,2,0,2,39
3,6,5,6540,2,37
3,2,1,11000,2,40
3,5,4,4920,2,36
3,2,1,3216,2,34
1,4,2,38000,2,40
1,4,0,35766,2,34
3,6,3,20004,2,34
1,4,0,106950,2,43
1,2,0,38700,2,45
1,3,1,84990,2,44
1,4,2,17835,2,43
1,5,0,23040,2,32
3,3,2,10520,2,35
1,4,2,30000,2,39
1,2,0,24591,2,39
1,2,0,11023,2,39
1,2,0,19054,2,34
